country,country_code,country_code_2_digit,country_code_3_digit,cases_Count,deaths_Count,population,source,reported_date
Slovakia,SVK,SK,SVK,13,1,5450421,"Epidemic intelligence, national daily data",2020-05-17
Spain,ESP,ES,ESP,935,164,46937060,"Epidemic intelligence, national daily data",2020-05-03
Norway,NOR,NO,NOR,273,2,5328212,"Epidemic intelligence, national daily data",2020-04-04
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-02-22
Slovakia,SVK,SK,SVK,48,0,5450421,"Epidemic intelligence, national daily data",2020-09-15
United Kingdom,GBR,UK,GBR,18803,80,66647112,"Epidemic intelligence, national daily data",2020-10-20
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-05-22
Poland,POL,PL,POL,52,1,37972812,"Epidemic intelligence, national daily data",2020-03-17
Spain,ESP,ES,ESP,7272,950,46937060,"Epidemic intelligence, national daily data",2020-04-03
Spain,ESP,ES,ESP,6424,832,46937060,"Epidemic intelligence, national daily data",2020-03-29
Spain,ESP,ES,ESP,2114,367,46937060,"Epidemic intelligence, national daily data",2020-04-24
Spain,ESP,ES,ESP,0,0,46937060,"Epidemic intelligence, national daily data",2020-01-30
Slovenia,SVN,SI,SVN,2,0,2080908,"Epidemic intelligence, national daily data",2020-06-20
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-08-15
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-01-16
Serbia,SRB,RS,SRB,196,6,6963764,"Epidemic intelligence, national daily data",2020-05-02
Serbia,SRB,RS,SRB,58,3,6963764,"Epidemic intelligence, national daily data",2020-05-17
Turkey,TUR,TR,TUR,0,0,82003882,"Epidemic intelligence, national daily data",2020-02-20
Ukraine,UKR,UA,UKR,2096,35,43733759,"Epidemic intelligence, national daily data",2020-08-31
Slovenia,SVN,SI,SVN,24,2,2080908,"Epidemic intelligence, national daily data",2020-04-07
Slovenia,SVN,SI,SVN,40,0,2080908,"Epidemic intelligence, national daily data",2020-03-15
Spain,ESP,ES,ESP,975,7,46937060,"Epidemic intelligence, national daily data",2020-03-11
Sweden,SWE,SE,SWE,684,15,10230185,"Epidemic intelligence, national daily data",2020-07-02
Russia,RUS,RU,RUS,11012,88,145934460,"Epidemic intelligence, national daily data",2020-05-11
Turkey,TUR,TR,TUR,1517,36,82003882,"Epidemic intelligence, national daily data",2020-08-29
Estonia,EST,EE,EST,51,0,1324820,"Epidemic intelligence, national daily data",2020-04-11
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-06-27
Czechia,CZE,CZ,CZE,0,0,10649800,"Epidemic intelligence, national daily data",2020-01-27
Bosnia and Herzegovina,BIH,BA,BIH,0,0,3280815,"Epidemic intelligence, national daily data",2020-02-29
Cyprus,CYP,CY,CYP,1,0,875899,"Epidemic intelligence, national daily data",2020-07-20
Azerbaijan,AZE,AZ,AZE,493,8,10139175,"Epidemic intelligence, national daily data",2020-07-17
Denmark,DNK,DK,DNK,370,2,5806081,"Epidemic intelligence, national daily data",2020-10-04
Andorra,AND,AD,AND,35,1,76177,"Epidemic intelligence, national daily data",2020-04-06
Belarus,BLR,BY,BLR,306,6,9449321,"Epidemic intelligence, national daily data",2020-07-02
Denmark,DNK,DK,DNK,0,0,5806081,"Epidemic intelligence, national daily data",2020-06-21
Estonia,EST,EE,EST,15,0,1324820,"Epidemic intelligence, national daily data",2020-09-05
Armenia,ARM,AM,ARM,30,2,2963234,"Epidemic intelligence, national daily data",2020-04-11
Albania,ALB,AL,ALB,84,4,2862427,"Epidemic intelligence, national daily data",2020-08-30
Croatia,HRV,HR,HRV,262,1,4076246,"Epidemic intelligence, national daily data",2020-08-31
Bulgaria,BGR,BG,BGR,46,2,7000039,"Epidemic intelligence, national daily data",2020-04-22
Austria,AUT,AT,AUT,57,0,8858775,"Epidemic intelligence, national daily data",2020-07-07
Czechia,CZE,CZ,CZE,137,0,10649800,"Epidemic intelligence, national daily data",2020-07-17
Cyprus,CYP,CY,CYP,4,0,875899,"Epidemic intelligence, national daily data",2020-08-24
Estonia,EST,EE,EST,35,0,1324820,"Epidemic intelligence, national daily data",2020-09-23
Azerbaijan,AZE,AZ,AZE,113,2,10139175,"Epidemic intelligence, national daily data",2020-05-21
Andorra,AND,AD,AND,128,1,76177,"Epidemic intelligence, national daily data",2020-10-10
Netherlands,NLD,NL,NLD,0,0,17282163,"Epidemic intelligence, national daily data",2020-01-09
Latvia,LVA,LV,LVA,5,0,1919968,"Epidemic intelligence, national daily data",2020-06-02
Latvia,LVA,LV,LVA,68,0,1919968,"Epidemic intelligence, national daily data",2020-10-07
France,FRA,FR,FRA,3777,1417,67012883,"Epidemic intelligence, national daily data",2020-04-08
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-09-17
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-09-28
Luxembourg,LUX,LU,LUX,108,2,613894,"Epidemic intelligence, national daily data",2020-04-11
Isle of Man,IMN,,,1,0,85032,"Epidemic intelligence, national daily data",2020-05-13
Netherlands,NLD,NL,NLD,6844,12,17282163,"Epidemic intelligence, national daily data",2020-10-13
Georgia,GEO,GE,GEO,57,0,3989175,"Epidemic intelligence, national daily data",2020-09-10
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-09-07
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-02-09
Finland,FIN,FI,FIN,14,0,5517919,"Epidemic intelligence, national daily data",2020-06-14
Greece,GRC,EL,GRC,57,0,10724599,"Epidemic intelligence, national daily data",2020-07-15
Monaco,MCO,MC,MCO,0,0,33085,"Epidemic intelligence, national daily data",2020-03-12
Monaco,MCO,MC,MCO,6,0,33085,"Epidemic intelligence, national daily data",2020-03-15
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-02-09
Gibraltar,GIB,GI,GIB,0,0,33691,"Epidemic intelligence, national daily data",2020-03-05
Jersey,JEY,JE,JEY,6,0,107796,"Epidemic intelligence, national daily data",2020-09-15
Iceland,ISL,IS,ISL,0,0,356991,"Epidemic intelligence, national daily data",2020-02-19
Georgia,GEO,GE,GEO,9,0,3989175,"Epidemic intelligence, national daily data",2020-05-11
France,FRA,FR,FRA,0,0,67012883,"Epidemic intelligence, national daily data",2020-02-09
Latvia,LVA,LV,LVA,0,0,1919968,"Epidemic intelligence, national daily data",2020-02-08
Isle of Man,IMN,,,1,0,85032,"Epidemic intelligence, national daily data",2020-04-20
Kosovo,RKS,,,3,0,1798506,"Epidemic intelligence, national daily data",2020-03-17
Isle of Man,IMN,,,0,0,85032,"Epidemic intelligence, national daily data",2020-06-17
Luxembourg,LUX,LU,LUX,0,0,613894,"Epidemic intelligence, national daily data",2020-02-24
Hungary,HUN,HU,HUN,0,0,9772756,"Epidemic intelligence, national daily data",2020-01-02
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-10-19
Italy,ITA,IT,ITA,0,0,60359546,"Epidemic intelligence, national daily data",2020-02-12
Monaco,MCO,MC,MCO,2,0,33085,"Epidemic intelligence, national daily data",2020-09-24
Netherlands,NLD,NL,NLD,506,3,17282163,"Epidemic intelligence, national daily data",2020-08-17
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-02-08
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-05-21
Hungary,HUN,HU,HUN,411,2,9772756,"Epidemic intelligence, national daily data",2020-09-10
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-05-30
France,FRA,FR,FRA,5233,2004,67012883,"Epidemic intelligence, national daily data",2020-04-04
Moldova,MDA,MD,MDA,28,0,4033963,"Epidemic intelligence, national daily data",2020-03-27
Germany,DEU,DE,DEU,256,3,83019213,"Epidemic intelligence, national daily data",2020-06-28
Montenegro,MNE,ME,MNE,69,1,622182,"Epidemic intelligence, national daily data",2020-08-08
Germany,DEU,DE,DEU,340,0,83019213,"Epidemic intelligence, national daily data",2020-07-27
Iceland,ISL,IS,ISL,92,1,356991,"Epidemic intelligence, national daily data",2020-10-17
Greece,GRC,EL,GRC,0,0,10724599,"Epidemic intelligence, national daily data",2020-02-18
Malta,MLT,MT,MLT,0,0,493559,"Epidemic intelligence, national daily data",2020-10-18
Luxembourg,LUX,LU,LUX,26,1,613894,"Epidemic intelligence, national daily data",2020-08-12
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-01-17
North Macedonia,MKD,MK,MKD,197,8,2077132,"Epidemic intelligence, national daily data",2020-07-12
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-09-17
San Marino,SMR,SM,SMR,5,3,34453,"Epidemic intelligence, national daily data",2020-03-19
Norway,NOR,NO,NOR,11,1,5328212,"Epidemic intelligence, national daily data",2020-05-21
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-03-10
Poland,POL,PL,POL,594,8,37972812,"Epidemic intelligence, national daily data",2020-08-17
United Kingdom,GBR,UK,GBR,2659,8,66647112,"Epidemic intelligence, national daily data",2020-09-10
North Macedonia,MKD,MK,MKD,0,0,2077132,"Epidemic intelligence, national daily data",2020-03-09
Slovenia,SVN,SI,SVN,0,0,2080908,"Epidemic intelligence, national daily data",2020-01-06
Serbia,SRB,RS,SRB,73,0,6963764,"Epidemic intelligence, national daily data",2020-06-13
United Kingdom,GBR,UK,GBR,1672,422,66647112,"Epidemic intelligence, national daily data",2020-05-28
United Kingdom,GBR,UK,GBR,3991,20,66647112,"Epidemic intelligence, national daily data",2020-09-17
Romania,ROU,RO,ROU,1713,49,19414458,"Epidemic intelligence, national daily data",2020-09-17
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-09-14
Slovakia,SVK,SK,SVK,0,0,5450421,"Epidemic intelligence, national daily data",2020-02-05
Russia,RUS,RU,RUS,1,0,145934460,"Epidemic intelligence, national daily data",2020-03-03
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-05-13
Slovakia,SVK,SK,SVK,38,0,5450421,"Epidemic intelligence, national daily data",2020-07-27
Poland,POL,PL,POL,584,9,37972812,"Epidemic intelligence, national daily data",2020-07-26
Spain,ESP,ES,ESP,301,9,46937060,"Epidemic intelligence, national daily data",2020-06-30
Romania,ROU,RO,ROU,315,12,19414458,"Epidemic intelligence, national daily data",2020-06-22
United Kingdom,GBR,UK,GBR,0,0,66647112,"Epidemic intelligence, national daily data",2020-01-17
Turkey,TUR,TR,TUR,827,23,82003882,"Epidemic intelligence, national daily data",2020-06-02
Slovakia,SVK,SK,SVK,8,0,5450421,"Epidemic intelligence, national daily data",2020-05-15
Croatia,HRV,HR,HRV,0,0,4076246,"Epidemic intelligence, national daily data",2020-01-03
Andorra,AND,AD,AND,4,0,76177,"Epidemic intelligence, national daily data",2020-08-14
Bulgaria,BGR,BG,BGR,0,0,7000039,"Epidemic intelligence, national daily data",2020-02-08
Armenia,ARM,AM,ARM,239,3,2963234,"Epidemic intelligence, national daily data",2020-05-16
Cyprus,CYP,CY,CYP,14,0,875899,"Epidemic intelligence, national daily data",2020-08-08
Belgium,BEL,BE,BEL,522,107,11455519,"Epidemic intelligence, national daily data",2020-04-30
Austria,AUT,AT,AUT,17,6,8858775,"Epidemic intelligence, national daily data",2020-06-18
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-06-10
Armenia,ARM,AM,ARM,58,2,2963234,"Epidemic intelligence, national daily data",2020-03-30
Austria,AUT,AT,AUT,67,7,8858775,"Epidemic intelligence, national daily data",2020-04-28
Armenia,ARM,AM,ARM,662,10,2963234,"Epidemic intelligence, national daily data",2020-07-03
Bosnia and Herzegovina,BIH,BA,BIH,363,5,3280815,"Epidemic intelligence, national daily data",2020-08-22
Denmark,DNK,DK,DNK,144,0,5806081,"Epidemic intelligence, national daily data",2020-08-14
Cyprus,CYP,CY,CYP,0,0,875899,"Epidemic intelligence, national daily data",2020-01-27
Bulgaria,BGR,BG,BGR,146,2,7000039,"Epidemic intelligence, national daily data",2020-08-02
Andorra,AND,AD,AND,14,2,76177,"Epidemic intelligence, national daily data",2020-04-16
Bulgaria,BGR,BG,BGR,96,6,7000039,"Epidemic intelligence, national daily data",2020-09-08
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-02-11
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-02-09
Germany,DEU,DE,DEU,0,0,83019213,"Epidemic intelligence, national daily data",2020-01-04
Greece,GRC,EL,GRC,14,0,10724599,"Epidemic intelligence, national daily data",2020-06-30
Hungary,HUN,HU,HUN,37,3,9772756,"Epidemic intelligence, national daily data",2020-05-22
Greece,GRC,EL,GRC,17,0,10724599,"Epidemic intelligence, national daily data",2020-06-08
Greece,GRC,EL,GRC,75,2,10724599,"Epidemic intelligence, national daily data",2020-08-03
Liechtenstein,LIE,LI,LIE,1,0,38378,"Epidemic intelligence, national daily data",2020-08-28
Guernsey,GGY,GG,GGY,4,0,64468,"Epidemic intelligence, national daily data",2020-04-30
Italy,ITA,IT,ITA,197,53,60359546,"Epidemic intelligence, national daily data",2020-06-08
Iceland,ISL,IS,ISL,99,2,356991,"Epidemic intelligence, national daily data",2020-04-03
Luxembourg,LUX,LU,LUX,12,0,613894,"Epidemic intelligence, national daily data",2020-05-09
Germany,DEU,DE,DEU,933,89,83019213,"Epidemic intelligence, national daily data",2020-05-14
Netherlands,NLD,NL,NLD,534,4,17282163,"Epidemic intelligence, national daily data",2020-08-22
Greece,GRC,EL,GRC,15,3,10724599,"Epidemic intelligence, national daily data",2020-04-17
Malta,MLT,MT,MLT,63,0,493559,"Epidemic intelligence, national daily data",2020-08-17
Germany,DEU,DE,DEU,0,0,83019213,"Epidemic intelligence, national daily data",2020-01-15
Malta,MLT,MT,MLT,6,0,493559,"Epidemic intelligence, national daily data",2020-04-16
Gibraltar,GIB,GI,GIB,3,0,33691,"Epidemic intelligence, national daily data",2020-09-20
Moldova,MDA,MD,MDA,218,12,4033963,"Epidemic intelligence, national daily data",2020-06-10
Finland,FIN,FI,FIN,0,0,5517919,"Epidemic intelligence, national daily data",2020-01-11
France,FRA,FR,FRA,103,1,67012883,"Epidemic intelligence, national daily data",2020-03-08
Moldova,MDA,MD,MDA,691,13,4033963,"Epidemic intelligence, national daily data",2020-10-05
Kosovo,RKS,,,0,0,1798506,"Epidemic intelligence, national daily data",2020-02-07
Latvia,LVA,LV,LVA,25,0,1919968,"Epidemic intelligence, national daily data",2020-03-18
Latvia,LVA,LV,LVA,9,0,1919968,"Epidemic intelligence, national daily data",2020-09-06
Ireland,IRL,IE,IRL,1,0,4904240,"Epidemic intelligence, national daily data",2020-03-01
Italy,ITA,IT,ITA,813,162,60359546,"Epidemic intelligence, national daily data",2020-05-20
Liechtenstein,LIE,LI,LIE,0,0,38378,"Epidemic intelligence, national daily data",2020-01-17
Georgia,GEO,GE,GEO,527,6,3989175,"Epidemic intelligence, national daily data",2020-10-10
Guernsey,GGY,GG,GGY,0,0,64468,"Epidemic intelligence, national daily data",2020-05-18
Faroes,FRO,,,0,0,48865,"Epidemic intelligence, national daily data",2020-01-22
the Holy See/ Vatican City State,VAT,VA,VAT,0,0,809,"Epidemic intelligence, national daily data",2020-03-10
Portugal,PRT,PT,PRT,452,16,10276617,"Epidemic intelligence, national daily data",2020-04-07
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-05-12
Sweden,SWE,SE,SWE,213,2,10230185,"Epidemic intelligence, national daily data",2020-09-03
North Macedonia,MKD,MK,MKD,123,8,2077132,"Epidemic intelligence, national daily data",2020-07-20
Poland,POL,PL,POL,6526,116,37972812,"Epidemic intelligence, national daily data",2020-10-15
Switzerland,CHE,CH,CHE,0,0,8544527,"Epidemic intelligence, national daily data",2020-01-19
Slovakia,SVK,SK,SVK,14,0,5450421,"Epidemic intelligence, national daily data",2020-03-15
North Macedonia,MKD,MK,MKD,173,15,2077132,"Epidemic intelligence, national daily data",2020-07-03
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-01-09
Serbia,SRB,RS,SRB,247,3,6963764,"Epidemic intelligence, national daily data",2020-08-14
United Kingdom,GBR,UK,GBR,2948,3,66647112,"Epidemic intelligence, national daily data",2020-09-08
Romania,ROU,RO,ROU,215,16,19414458,"Epidemic intelligence, national daily data",2020-04-02
Norway,NOR,NO,NOR,0,0,5328212,"Epidemic intelligence, national daily data",2020-06-07
Turkey,TUR,TR,TUR,2704,46,82003882,"Epidemic intelligence, national daily data",2020-04-01
Norway,NOR,NO,NOR,129,3,5328212,"Epidemic intelligence, national daily data",2020-03-20
Slovenia,SVN,SI,SVN,3,0,2080908,"Epidemic intelligence, national daily data",2020-03-07
Sweden,SWE,SE,SWE,610,54,10230185,"Epidemic intelligence, national daily data",2020-05-22
Norway,NOR,NO,NOR,0,0,5328212,"Epidemic intelligence, national daily data",2020-02-10
Spain,ESP,ES,ESP,5209,637,46937060,"Epidemic intelligence, national daily data",2020-04-07
Ukraine,UKR,UA,UKR,5,2,43733759,"Epidemic intelligence, national daily data",2020-03-19
Croatia,HRV,HR,HRV,28,1,4076246,"Epidemic intelligence, national daily data",2020-04-25
Armenia,ARM,AM,ARM,461,11,2963234,"Epidemic intelligence, national daily data",2020-07-18
Belgium,BEL,BE,BEL,0,0,11455519,"Epidemic intelligence, national daily data",2020-01-07
Bosnia and Herzegovina,BIH,BA,BIH,25,5,3280815,"Epidemic intelligence, national daily data",2020-05-12
Croatia,HRV,HR,HRV,9,4,4076246,"Epidemic intelligence, national daily data",2020-04-28
Croatia,HRV,HR,HRV,261,7,4076246,"Epidemic intelligence, national daily data",2020-09-13
Croatia,HRV,HR,HRV,67,1,4076246,"Epidemic intelligence, national daily data",2020-08-01
Azerbaijan,AZE,AZ,AZE,0,0,10139175,"Epidemic intelligence, national daily data",2020-01-02
Cyprus,CYP,CY,CYP,2,0,875899,"Epidemic intelligence, national daily data",2020-07-10
Denmark,DNK,DK,DNK,822,2,5806081,"Epidemic intelligence, national daily data",2020-09-18
Cyprus,CYP,CY,CYP,1,0,875899,"Epidemic intelligence, national daily data",2020-09-09
Croatia,HRV,HR,HRV,1,0,4076246,"Epidemic intelligence, national daily data",2020-06-05
Azerbaijan,AZE,AZ,AZE,7,0,10139175,"Epidemic intelligence, national daily data",2020-03-24
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-02-17
Czechia,CZE,CZ,CZE,192,2,10649800,"Epidemic intelligence, national daily data",2020-07-28
Belarus,BLR,BY,BLR,0,0,9449321,"Epidemic intelligence, national daily data",2020-03-15
Andorra,AND,AD,AND,0,0,76177,"Epidemic intelligence, national daily data",2020-05-18
Bosnia and Herzegovina,BIH,BA,BIH,40,0,3280815,"Epidemic intelligence, national daily data",2020-03-27
Estonia,EST,EE,EST,9,0,1324820,"Epidemic intelligence, national daily data",2020-08-12
Ireland,IRL,IE,IRL,51,0,4904240,"Epidemic intelligence, national daily data",2020-09-01
Luxembourg,LUX,LU,LUX,42,0,613894,"Epidemic intelligence, national daily data",2020-09-07
Malta,MLT,MT,MLT,38,0,493559,"Epidemic intelligence, national daily data",2020-09-23
Malta,MLT,MT,MLT,41,2,493559,"Epidemic intelligence, national daily data",2020-09-25
